MSSubClass-90,MSZoning-RL,LotFrontage-72,LotShape-Reg,LotConfig-Inside,Neighborhood-Sawyer,Condition1-Norm,BldgType-Duplex,HouseStyle-1Story,OverallQual-4,OverallCond-5,YearBuilt-1967,YearRemodAdd-1967,RoofStyle-Gable,Exterior1st-MetalSd,Exterior2nd-MetalSd,MasVnrType-None,MasVnrArea-0,ExterQual-TA,ExterCond-TA,Foundation-Slab,BsmtQual-NA,BsmtCond-NA,BsmtExposure-NA,BsmtFinType1-NA,BsmtFinSF1-0,BsmtFinType2-NA,BsmtFinSF2-0,BsmtUnfSF-0,TotalBsmtSF-0,HeatingQC-TA,CentralAir-Y,Electrical-SBrkr,GrLivArea-1296,BsmtFullBath-0,BsmtHalfBath-0,FullBath-2,HalfBath-0,BedroomAbvGr-2,KitchenQual-TA,TotRmsAbvGrd-6,Functional-Typ,Fireplaces-0,FireplaceQu-NA,GarageType-CarPort,GarageYrBlt-1967,GarageFinish-Unf,GarageCars-2,GarageArea-516,GarageQual-TA,WoodDeckSF-0,OpenPorchSF-0,EnclosedPorch-0,Fence-NA,MiscFeature-Shed,MiscVal-500,MoSold-10,YrSold-2006,SaleType-WD,SaleCondition-Normal,SalePrice-90000,lt_100000
MSSubClass-30,MSZoning-RM,LotFrontage-60,LotShape-IR1,LotConfig-Inside,Neighborhood-BrkSide,Condition1-Feedr,BldgType-1Fam,HouseStyle-1Story,OverallQual-4,OverallCond-6,YearBuilt-1927,YearRemodAdd-1950,RoofStyle-Gable,Exterior1st-MetalSd,Exterior2nd-MetalSd,MasVnrType-None,MasVnrArea-0,ExterQual-TA,ExterCond-TA,Foundation-BrkTil,BsmtQual-TA,BsmtCond-TA,BsmtExposure-No,BsmtFinType1-Unf,BsmtFinSF1-0,BsmtFinType2-Unf,BsmtFinSF2-0,BsmtUnfSF-520,TotalBsmtSF-520,HeatingQC-Fa,CentralAir-N,Electrical-SBrkr,GrLivArea-520,BsmtFullBath-0,BsmtHalfBath-0,FullBath-1,HalfBath-0,BedroomAbvGr-1,KitchenQual-Fa,TotRmsAbvGrd-4,Functional-Typ,Fireplaces-0,FireplaceQu-NA,GarageType-Detchd,GarageYrBlt-1920,GarageFinish-Unf,GarageCars-1,GarageArea-240,GarageQual-Fa,WoodDeckSF-49,OpenPorchSF-0,EnclosedPorch-87,Fence-NA,MiscFeature-NA,MiscVal-0,MoSold-5,YrSold-2008,SaleType-WD,SaleCondition-Normal,SalePrice-68500,lt_100000
MSSubClass-70,MSZoning-C (all),LotFrontage-50,LotShape-Reg,LotConfig-Inside,Neighborhood-IDOTRR,Condition1-Feedr,BldgType-1Fam,HouseStyle-2Story,OverallQual-4,OverallCond-4,YearBuilt-1920,YearRemodAdd-1950,RoofStyle-Gambrel,Exterior1st-BrkFace,Exterior2nd-BrkFace,MasVnrType-None,MasVnrArea-0,ExterQual-TA,ExterCond-Fa,Foundation-BrkTil,BsmtQual-TA,BsmtCond-TA,BsmtExposure-No,BsmtFinType1-Unf,BsmtFinSF1-0,BsmtFinType2-Unf,BsmtFinSF2-0,BsmtUnfSF-649,TotalBsmtSF-649,HeatingQC-TA,CentralAir-N,Electrical-SBrkr,GrLivArea-1317,BsmtFullBath-0,BsmtHalfBath-0,FullBath-1,HalfBath-0,BedroomAbvGr-3,KitchenQual-TA,TotRmsAbvGrd-6,Functional-Typ,Fireplaces-0,FireplaceQu-NA,GarageType-Detchd,GarageYrBlt-1920,GarageFinish-Unf,GarageCars-1,GarageArea-250,GarageQual-TA,WoodDeckSF-0,OpenPorchSF-54,EnclosedPorch-172,Fence-MnPrv,MiscFeature-NA,MiscVal-0,MoSold-7,YrSold-2008,SaleType-WD,SaleCondition-Normal,SalePrice-40000,lt_100000
MSSubClass-90,MSZoning-RL,LotFrontage-65,LotShape-Reg,LotConfig-Inside,Neighborhood-Edwards,Condition1-Norm,BldgType-Duplex,HouseStyle-1Story,OverallQual-4,OverallCond-5,YearBuilt-1955,YearRemodAdd-1955,RoofStyle-Gable,Exterior1st-AsbShng,Exterior2nd-Plywood,MasVnrType-None,MasVnrArea-0,ExterQual-TA,ExterCond-TA,Foundation-PConc,BsmtQual-NA,BsmtCond-NA,BsmtExposure-NA,BsmtFinType1-NA,BsmtFinSF1-0,BsmtFinType2-NA,BsmtFinSF2-0,BsmtUnfSF-0,TotalBsmtSF-0,HeatingQC-TA,CentralAir-N,Electrical-FuseP,GrLivArea-1152,BsmtFullBath-0,BsmtHalfBath-0,FullBath-2,HalfBath-0,BedroomAbvGr-2,KitchenQual-Fa,TotRmsAbvGrd-6,Functional-Typ,Fireplaces-0,FireplaceQu-NA,GarageType-NA,GarageYrBlt-NA,GarageFinish-NA,GarageCars-0,GarageArea-0,GarageQual-NA,WoodDeckSF-0,OpenPorchSF-0,EnclosedPorch-0,Fence-NA,MiscFeature-NA,MiscVal-0,MoSold-6,YrSold-2008,SaleType-WD,SaleCondition-AdjLand,SalePrice-82000,lt_100000
MSSubClass-30,MSZoning-RM,LotFrontage-47,LotShape-Reg,LotConfig-Corner,Neighborhood-OldTown,Condition1-Artery,BldgType-1Fam,HouseStyle-1Story,OverallQual-4,OverallCond-6,YearBuilt-1945,YearRemodAdd-1950,RoofStyle-Gable,Exterior1st-MetalSd,Exterior2nd-MetalSd,MasVnrType-None,MasVnrArea-0,ExterQual-TA,ExterCond-Gd,Foundation-CBlock,BsmtQual-TA,BsmtCond-TA,BsmtExposure-No,BsmtFinType1-Unf,BsmtFinSF1-0,BsmtFinType2-Unf,BsmtFinSF2-0,BsmtUnfSF-747,TotalBsmtSF-747,HeatingQC-TA,CentralAir-Y,Electrical-SBrkr,GrLivArea-747,BsmtFullBath-0,BsmtHalfBath-0,FullBath-1,HalfBath-0,BedroomAbvGr-2,KitchenQual-TA,TotRmsAbvGrd-4,Functional-Typ,Fireplaces-0,FireplaceQu-NA,GarageType-Attchd,GarageYrBlt-1945,GarageFinish-Unf,GarageCars-1,GarageArea-220,GarageQual-TA,WoodDeckSF-0,OpenPorchSF-0,EnclosedPorch-0,Fence-NA,MiscFeature-NA,MiscVal-0,MoSold-6,YrSold-2010,SaleType-WD,SaleCondition-Normal,SalePrice-80000,lt_100000
MSSubClass-180,MSZoning-RM,LotFrontage-21,LotShape-Reg,LotConfig-Inside,Neighborhood-MeadowV,Condition1-Norm,BldgType-Twnhs,HouseStyle-SLvl,OverallQual-4,OverallCond-5,YearBuilt-1973,YearRemodAdd-1973,RoofStyle-Gable,Exterior1st-CemntBd,Exterior2nd-CmentBd,MasVnrType-None,MasVnrArea-0,ExterQual-TA,ExterCond-TA,Foundation-CBlock,BsmtQual-Gd,BsmtCond-TA,BsmtExposure-Gd,BsmtFinType1-GLQ,BsmtFinSF1-462,BsmtFinType2-Unf,BsmtFinSF2-0,BsmtUnfSF-0,TotalBsmtSF-462,HeatingQC-TA,CentralAir-Y,Electrical-SBrkr,GrLivArea-988,BsmtFullBath-1,BsmtHalfBath-0,FullBath-1,HalfBath-0,BedroomAbvGr-2,KitchenQual-TA,TotRmsAbvGrd-5,Functional-Typ,Fireplaces-0,FireplaceQu-NA,GarageType-BuiltIn,GarageYrBlt-1973,GarageFinish-Unf,GarageCars-1,GarageArea-297,GarageQual-TA,WoodDeckSF-120,OpenPorchSF-101,EnclosedPorch-0,Fence-GdWo,MiscFeature-NA,MiscVal-0,MoSold-11,YrSold-2009,SaleType-WD,SaleCondition-Normal,SalePrice-91000,lt_100000
MSSubClass-50,MSZoning-C (all),LotFrontage-105,LotShape-IR1,LotConfig-Corner,Neighborhood-IDOTRR,Condition1-Feedr,BldgType-1Fam,HouseStyle-1.5Fin,OverallQual-3,OverallCond-2,YearBuilt-1915,YearRemodAdd-1982,RoofStyle-Hip,Exterior1st-Plywood,Exterior2nd-Plywood,MasVnrType-None,MasVnrArea-0,ExterQual-Fa,ExterCond-Fa,Foundation-CBlock,BsmtQual-TA,BsmtCond-Fa,BsmtExposure-No,BsmtFinType1-Unf,BsmtFinSF1-0,BsmtFinType2-Unf,BsmtFinSF2-0,BsmtUnfSF-1013,TotalBsmtSF-1013,HeatingQC-TA,CentralAir-N,Electrical-SBrkr,GrLivArea-1526,BsmtFullBath-0,BsmtHalfBath-0,FullBath-1,HalfBath-0,BedroomAbvGr-2,KitchenQual-Fa,TotRmsAbvGrd-6,Functional-Typ,Fireplaces-0,FireplaceQu-NA,GarageType-NA,GarageYrBlt-NA,GarageFinish-NA,GarageCars-0,GarageArea-0,GarageQual-NA,WoodDeckSF-0,OpenPorchSF-0,EnclosedPorch-156,Fence-MnPrv,MiscFeature-NA,MiscVal-0,MoSold-10,YrSold-2009,SaleType-ConLD,SaleCondition-Abnorml,SalePrice-85000,lt_100000
MSSubClass-20,MSZoning-RL,LotFrontage-85,LotShape-Reg,LotConfig-Inside,Neighborhood-NAmes,Condition1-Norm,BldgType-1Fam,HouseStyle-1Story,OverallQual-5,OverallCond-3,YearBuilt-1961,YearRemodAdd-1961,RoofStyle-Hip,Exterior1st-HdBoard,Exterior2nd-HdBoard,MasVnrType-BrkCmn,MasVnrArea-203,ExterQual-TA,ExterCond-TA,Foundation-CBlock,BsmtQual-TA,BsmtCond-TA,BsmtExposure-No,BsmtFinType1-Rec,BsmtFinSF1-600,BsmtFinType2-Unf,BsmtFinSF2-0,BsmtUnfSF-635,TotalBsmtSF-1235,HeatingQC-TA,CentralAir-Y,Electrical-SBrkr,GrLivArea-1235,BsmtFullBath-0,BsmtHalfBath-0,FullBath-1,HalfBath-0,BedroomAbvGr-2,KitchenQual-TA,TotRmsAbvGrd-6,Functional-Typ,Fireplaces-0,FireplaceQu-NA,GarageType-Attchd,GarageYrBlt-1961,GarageFinish-Unf,GarageCars-2,GarageArea-480,GarageQual-TA,WoodDeckSF-0,OpenPorchSF-0,EnclosedPorch-0,Fence-GdWo,MiscFeature-NA,MiscVal-0,MoSold-12,YrSold-2006,SaleType-WD,SaleCondition-Abnorml,SalePrice-98600,lt_100000
MSSubClass-20,MSZoning-RL,LotFrontage-73,LotShape-Reg,LotConfig-Inside,Neighborhood-Edwards,Condition1-Norm,BldgType-1Fam,HouseStyle-1Story,OverallQual-4,OverallCond-5,YearBuilt-1965,YearRemodAdd-1965,RoofStyle-Hip,Exterior1st-HdBoard,Exterior2nd-HdBoard,MasVnrType-BrkFace,MasVnrArea-48,ExterQual-TA,ExterCond-TA,Foundation-CBlock,BsmtQual-TA,BsmtCond-TA,BsmtExposure-No,BsmtFinType1-Rec,BsmtFinSF1-520,BsmtFinType2-Unf,BsmtFinSF2-0,BsmtUnfSF-440,TotalBsmtSF-960,HeatingQC-TA,CentralAir-Y,Electrical-FuseF,GrLivArea-960,BsmtFullBath-1,BsmtHalfBath-0,FullBath-1,HalfBath-0,BedroomAbvGr-3,KitchenQual-TA,TotRmsAbvGrd-6,Functional-Typ,Fireplaces-0,FireplaceQu-NA,GarageType-Attchd,GarageYrBlt-1965,GarageFinish-Fin,GarageCars-1,GarageArea-432,GarageQual-TA,WoodDeckSF-120,OpenPorchSF-0,EnclosedPorch-0,Fence-NA,MiscFeature-NA,MiscVal-0,MoSold-5,YrSold-2007,SaleType-WD,SaleCondition-Normal,SalePrice-94750,lt_100000
MSSubClass-30,MSZoning-RL,LotFrontage-85,LotShape-Reg,LotConfig-Corner,Neighborhood-Edwards,Condition1-Norm,BldgType-1Fam,HouseStyle-1Story,OverallQual-5,OverallCond-5,YearBuilt-1920,YearRemodAdd-1950,RoofStyle-Gable,Exterior1st-Wd Sdng,Exterior2nd-Wd Sdng,MasVnrType-None,MasVnrArea-0,ExterQual-TA,ExterCond-TA,Foundation-BrkTil,BsmtQual-TA,BsmtCond-TA,BsmtExposure-No,BsmtFinType1-ALQ,BsmtFinSF1-108,BsmtFinType2-Unf,BsmtFinSF2-0,BsmtUnfSF-350,TotalBsmtSF-458,HeatingQC-Fa,CentralAir-N,Electrical-SBrkr,GrLivArea-835,BsmtFullBath-0,BsmtHalfBath-0,FullBath-1,HalfBath-0,BedroomAbvGr-2,KitchenQual-TA,TotRmsAbvGrd-5,Functional-Typ,Fireplaces-0,FireplaceQu-NA,GarageType-Basment,GarageYrBlt-1920,GarageFinish-Unf,GarageCars-1,GarageArea-366,GarageQual-Fa,WoodDeckSF-0,OpenPorchSF-0,EnclosedPorch-77,Fence-NA,MiscFeature-Shed,MiscVal-400,MoSold-5,YrSold-2010,SaleType-COD,SaleCondition-Abnorml,SalePrice-83000,lt_100000
